Sample_ID,K_treatment.x,K_type.x,K_treatment_ENG.x,P_fungi,P_bacteria,P_PMN,P_HWC,P_ergosterol.old,P_CN.product,P_resp.product,P_N.t,P_C.N,P_N.a,P_P.a,P_P.t,P_K.a,P_K.t,P_S.t,P_S.a,P_Mg.t,P_Na.t,P_B.t,P_Cu.a,P_Mn.t,P_Co.a,P_Zn.a,P_pH,P_CaCO3,P_OM,P_CEC,P_Se.a,P_Ca.a,P_Ca.t,P_silt,P_sand,P_silica,P_Mo.a,P_ergosterol,Y_rs.dis
211-ITS28S.2017.A01.S1,controle,control,control,8.4,15.6,6,361,,,,640,14,32,1.8,35,16,1.1,260,20,20,6,92,24,250,2.6,100,7.2,4.6,1.5,47,2.1,29,3185,3,90,9270,4,0.376386326,22
211-ITS28S.2017.A02.S2,KeraproSon,keratin,KeraproSon,15.1,12.9,26.4,414,,3.4,27.6,850,10,53,1.4,35,20,1.3,230,17,20,6,84,66,630,2.6,120,7.5,4.4,1.4,46,2.1,233,3125,1,92,8500,4,0.234754432,13
211-ITS28S.2017.A03.S3,Biophosphate,manure,Biophosphate,10.8,8.3,27.9,534,,15.4,10.4,700,14,36,28.7,71,102,1.9,190,12,123,34,186,38,290,2.6,160,7,4.5,1.7,41,2.1,115,2370,2,92,8680,4,0.642491978,19
211-ITS28S.2017.A04.S4,GFTcompost,plant,Compost-1,7.2,12.6,12.9,457,,12,6.8,810,9,58,4.5,42,129,1.7,240,19,36,27,153,100,430,4,230,7,4.1,1.3,47,2.1,263,2915,2,93,15170,8,0.269118848,15
211-ITS28S.2017.A05.S5,fase3eind,manure-chitin,Mushroom_compost,38.8,16.5,26.3,662,,15.5,26,970,8,73,5.5,40,203,2,290,23,41,26,101,97,560,2.6,210,7.5,5.5,1.4,47,2.3,727,2980,0,93,10100,9,1.044801866,12
211-ITS28S.2017.A06.S6,biomassavers,plant,Biomass,12.8,11.4,19.8,426,,25,9.8,860,10,57,1.9,35,88,1.4,310,25,23,11,76,42,440,2.6,130,7.2,5.3,1.5,42,2.1,29,2680,0,93,10280,4,2.214138456,15
211-ITS28S.2017.A07.S7,controle,control,control,6.8,13.3,12.7,669,,,,1230,19,40,1.3,43,76,2,220,6,164,7,96,21,250,2.6,480,5.6,0.2,4,64,2.1,186,3315,11,85,3020,4,0.935962134,17
211-ITS28S.2017.A08.S8,KeraproSon,keratin,KeraproSon,11.5,8.6,22.9,630,,3.4,27.6,1190,19,39,1.6,43,39,1.6,200,4,122,7,110,25,1590,6.1,2280,5.2,0.2,3.9,52,2.1,346,2730,7,88,3020,4,0.748997449,8
211-ITS28S.2017.A09.S9,Biophosphate,manure,Biophosphate,10,10.2,31.2,780,,15.4,10.4,1350,18,49,6.6,78,136,2.5,250,7,255,39,239,23,320,2.6,650,5.6,0.2,4.3,73,2.1,263,3415,10,86,3030,4,1.126059278,14
211-ITS28S.2017.A10.S10,GFTcompost,plant,Compost-1,7.6,13.1,20.1,901,,12,6.8,1320,18,48,2,49,177,2.8,240,7,162,32,223,21,330,2.6,540,5.8,0.2,4.2,79,2.1,132,3825,14,82,3020,4,0.730424711,18
211-ITS28S.2017.A11.S11,fase3eind,manure-chitin,Mushroom_compost,25.7,9.8,24.2,947,,15.5,26,1200,20,36,2,45,237,2.3,230,6,171,28,119,29,580,2.6,600,5.8,0.2,4.2,76,3.2,580,3690,11,85,3580,4,1.994869163,6
211-ITS28S.2017.A12.S12,biomassavers,plant,Biomass,6.6,12.1,33.9,752,,25,9.8,1210,19,40,1,43,151,1.9,200,4,159,15,112,21,1290,2.6,410,5.5,0.2,4,71,2.1,345,3385,11,85,3020,4,2.933597845,11
211-ITS28S.2017.B01.S13,controle,control,control,6.4,9.8,4.9,361,,,,620,14,32,2,36,16,0.9,250,19,20,6,76,30,250,2.6,100,7.2,4.1,1.5,42,2.1,29,2895,3,91,9520,4,0.262658424,15
211-ITS28S.2017.B02.S14,KeraproSon,keratin,KeraproSon,10.3,10.8,23.5,412,,3.4,27.6,750,12,45,1.7,35,21,0.9,240,17,21,5,76,69,700,2.6,120,7.4,4.5,1.6,48,2.1,115,3245,0,93,9340,4,0.166951186,11
211-ITS28S.2017.B03.S15,Biophosphate,manure,Biophosphate,11.4,8,18.6,512,,15.4,10.4,770,13,42,30.9,74,109,1.9,190,12,130,36,200,50,400,2.6,170,7.1,4.9,1.7,41,2.1,29,2370,3,90,10610,5,1.451652925,16
211-ITS28S.2017.B04.S16,GFTcompost,plant,Compost-1,9.8,8.3,11.2,481,,12,6.8,770,9,53,3.3,41,128,1.3,260,21,35,26,156,46,250,2.6,160,6.9,4.2,1.2,44,2.1,322,2710,2,93,9170,7,0.170368932,19
211-ITS28S.2017.B05.S17,fase3eind,manure-chitin,Mushroom_compost,46,20,26.7,475,,15.5,26,1040,7,81,5.5,40,197,1.8,280,23,39,24,86,71,460,2.6,140,7.3,5.1,1.3,46,2.1,759,2990,0,94,11090,7,1.270427358,16
211-ITS28S.2017.B06.S18,biomassavers,plant,Biomass,10.2,20.5,20.2,455,,25,9.8,770,12,45,2,37,99,1.7,210,14,25,14,76,67,810,3,150,6.9,5.3,1.6,42,2.1,173,2740,0,93,12170,4,1.323234523,13
211-ITS28S.2017.B07.S19,controle,control,control,7.7,8.3,11.3,651,,,,1170,20,35,1,43,59,2.4,210,5,163,7,95,25,250,2.6,470,5.4,0.2,4.1,66,2.1,185,3240,11,85,3020,4,0.485422843,17
211-ITS28S.2017.B08.S20,KeraproSon,keratin,KeraproSon,9.3,18.8,34.8,632,,3.4,27.6,1160,19,37,1.3,42,51,1.7,200,5,135,7,105,21,1390,3.7,1680,5.1,0.2,3.7,51,2.1,268,2415,12,84,3020,4,0.726069135,9
211-ITS28S.2017.B09.S21,Biophosphate,manure,Biophosphate,9.9,8.9,17.9,805,,15.4,10.4,1340,18,48,7.8,82,131,2.8,220,5,280,37,237,25,260,16,680,5.5,0.2,4.2,75,2.1,395,3495,8,88,3020,4,1.10979087,19
211-ITS28S.2017.B10.S22,GFTcompost,plant,Compost-1,5.9,2.4,22.6,785,,12,6.8,1320,17,52,1.5,51,161,2.2,220,6,134,31,221,21,610,2.6,780,5.4,0.2,3.9,64,2.1,133,2995,7,89,3020,4,0.996586735,9
211-ITS28S.2017.B11.S23,fase3eind,manure-chitin,Mushroom_compost,30.8,12.8,44.3,872,,15.5,26,1160,19,38,2.2,47,251,2.2,200,5,142,27,127,31,1120,3.2,1190,5.5,0.2,3.8,68,2.9,721,3205,9,87,3130,4,1.969421478,7
211-ITS28S.2017.B12.S24,biomassavers,plant,Biomass,7.4,13.2,34.6,812,,25,9.8,1260,20,37,1.3,49,164,2.4,180,1,177,17,132,21,2910,2.6,480,5.5,0.2,4.3,77,2.1,263,3480,14,82,3020,4,3.427670243,16
211-ITS28S.2017.C01.S25,controle,control,control,7.5,9.4,3.8,482,,,,620,14,32,1.9,36,16,1.1,220,16,18,6,76,25,250,2.6,100,7.1,3.8,1.5,41,2.1,145,2680,1,94,9040,4,0.14695121,15
211-ITS28S.2017.C02.S26,KeraproSon,keratin,KeraproSon,12.5,21,20.2,724,,3.4,27.6,790,12,45,1.6,35,21,1.1,300,23,21,6,76,82,460,2.6,110,7.3,4.1,1.6,46,2.1,87,3100,0,93,9440,4,0.166258171,0
211-ITS28S.2017.C03.S27,Biophosphate,manure,Biophosphate,9.9,7.5,24.1,456,,15.4,10.4,760,13,42,31.7,62,110,1.8,200,13,131,36,190,40,280,2.6,180,7.1,4.8,1.7,41,2.1,58,2300,1,93,8640,4,1.177902776,19
211-ITS28S.2017.C04.S28,GFTcompost,plant,Compost-1,5.9,7.9,7.5,405,,12,6.8,890,10,57,3,39,128,1.3,230,17,33,27,141,35,250,2.6,120,7.2,5.2,1.5,50,2.1,145,3040,0,93,9020,7,0.146924664,15
211-ITS28S.2017.C05.S29,fase3eind,manure-chitin,Mushroom_compost,47.7,7.5,35.4,500,,15.5,26,910,10,57,6,41,202,2,330,27,38,25,86,80,560,2.6,200,7.1,5.7,1.5,40,2.1,492,2245,0,93,13410,5,0.427756035,10
211-ITS28S.2017.C06.S30,biomassavers,plant,Biomass,15.3,19.7,21,426,,25,9.8,760,10,49,2,37,99,1.3,270,22,25,13,76,45,450,2.6,140,7,5.3,1.3,38,2.1,29,2480,0,93,11320,4,0.860108581,17
211-ITS28S.2017.C07.S31,controle,control,control,7.7,6.3,14.1,620,,,,1140,19,38,0.9,42,54,1.8,220,7,175,7,103,21,250,2.6,460,5.5,0.2,3.8,62,2.1,347,3405,10,86,3020,4,0.61607289,20
211-ITS28S.2017.C08.S32,KeraproSon,keratin,KeraproSon,12.6,10.6,27.1,653,,3.4,27.6,1100,20,33,1.4,43,53,1.9,190,4,126,7,102,21,1470,4.5,1820,5.1,0.2,3.8,52,2.1,427,2670,11,85,3020,4,1.163168483,7
211-ITS28S.2017.C09.S33,Biophosphate,manure,Biophosphate,5.1,9.1,42.1,806,,15.4,10.4,1270,20,38,7.1,78,137,2.6,220,4,270,39,243,22,330,2.6,570,5.8,0.2,4.4,73,2.1,105,3405,10,86,3020,4,2.16991616,16
211-ITS28S.2017.C10.S34,GFTcompost,plant,Compost-1,9.6,6.2,25.3,744,,12,6.8,1110,21,30,2,48,180,2.4,230,7,170,32,226,23,440,2.6,530,5.7,0.2,4,72,2.1,398,3715,9,87,3930,4,0.725282348,8
211-ITS28S.2017.C11.S35,fase3eind,manure-chitin,Mushroom_compost,37.7,10.4,27.5,876,,15.5,26,1300,19,42,1.9,46,241,2.7,210,4,170,28,124,31,650,2.6,800,5.8,0.2,4.2,80,3.5,395,3890,9,87,3020,4,2.953730583,5
211-ITS28S.2017.C12.S36,biomassavers,plant,Biomass,1.5,23.4,24.1,800,,25,9.8,1190,20,36,1.1,42,148,2.1,200,3,165,17,139,21,3250,2.6,440,5.5,0.2,4.2,72,2.1,290,3425,5,91,3040,4,0.873563805,13
211-ITS28S.2017.D01.S37,controle,control,control,9.2,3.8,3.7,364,,,,670,13,37,1.9,36,16,1.2,260,20,19,6,76,21,250,2.6,100,7.2,4.5,1.5,46,2.1,29,3115,2,91,7990,4,0.254668625,22
211-ITS28S.2017.D02.S38,KeraproSon,keratin,KeraproSon,14.7,15.4,13.1,427,,3.4,27.6,700,12,42,1.4,39,20,1.2,190,13,21,6,76,75,470,2.6,200,7.2,4.4,1.5,47,2.1,116,3185,4,90,8970,4,0.140710792,15
211-ITS28S.2017.D03.S39,Biophosphate,manure,Biophosphate,13.4,8.1,17,470,,15.4,10.4,770,14,38,30.6,69,111,1.1,200,13,129,36,189,39,280,2.6,150,7,4.1,1.8,41,2.1,29,2435,5,89,8940,4,0.574893605,19
211-ITS28S.2017.D04.S40,GFTcompost,plant,Compost-1,10.6,12.1,5.6,408,,12,6.8,930,10,60,3.4,45,121,1.8,260,19,31,24,174,33,250,2.6,130,7.2,6,1.6,49,2.1,260,2960,0,92,9200,6,0.104876225,13
211-ITS28S.2017.D05.S41,fase3eind,manure-chitin,Mushroom_compost,57.1,12.9,25.3,542,,15.5,26,810,10,53,5.9,41,206,2,260,20,39,26,88,61,470,2.6,190,7.1,5.5,1.4,42,2.1,901,2615,0,93,9610,5,0.612502061,6
211-ITS28S.2017.D06.S42,biomassavers,plant,Biomass,6.9,16.4,19.8,435,,25,9.8,660,15,32,1.9,35,93,1.4,180,11,24,12,76,54,480,2.6,130,7,5.1,1.7,40,2.1,230,2660,0,93,11850,4,3.120288795,14
211-ITS28S.2017.D07.S43,controle,control,control,6.5,8.8,12.9,638,,,,1240,19,40,0.9,43,54,1.9,250,8,172,7,101,35,250,2.6,500,5.5,0.2,4,60,2.1,345,3050,10,86,3020,4,0.797098706,22
211-ITS28S.2017.D08.S44,KeraproSon,keratin,KeraproSon,13.5,5,23.2,699,,3.4,27.6,1330,19,43,1.5,45,57,2.3,200,3,187,8,110,21,470,2.6,1000,5.4,0.2,4.4,70,2.1,210,3405,13,83,3020,4,0.569377644,21
211-ITS28S.2017.D09.S45,Biophosphate,manure,Biophosphate,9.7,7.3,29.3,908,,15.4,10.4,1320,18,47,7.2,79,147,2.1,230,6,268,39,248,21,360,2.6,560,5.4,0.2,4.1,74,2.1,317,3440,11,85,3020,4,1.222793471,18
211-ITS28S.2017.D10.S46,GFTcompost,plant,Compost-1,3.4,4.6,24.8,770,,12,6.8,1180,18,43,1.7,51,166,1.8,210,6,143,29,206,21,530,2.6,670,5.4,0.2,3.7,66,2.1,724,3215,14,82,3020,4,0.647650577,12
211-ITS28S.2017.D11.S47,fase3eind,manure-chitin,Mushroom_compost,49.6,8.1,28.3,826,,15.5,26,1220,19,41,1.8,47,249,2.3,200,4,168,29,131,33,630,2.6,800,5.6,0.2,4.1,78,3.2,503,3970,13,83,3190,4,2.023814101,9
211-ITS28S.2017.D12.S48,biomassavers,plant,Biomass,10.6,11.3,33.1,836,,25,9.8,980,24,17,1,42,144,1.8,220,6,164,16,108,21,1260,2.6,550,5.9,0.2,4,46,2.1,292,2655,15,81,3310,4,1.580124541,14
211-ITS28S.2017.E01.S49,CaNO3,control,Control+N,7.8,5.8,2.3,553,,,,680,15,32,1.8,36,17,1,250,18,19,6,114,20,250,2.6,100,7.2,4.7,1.7,49,2.1,29,3305,3,91,7950,4,0.200545503,13
211-ITS28S.2017.E02.S50,KeraproChamplus,keratin,Kerapro_slow_release,5,23.4,32.6,403,,3.6,23.1,570,13,32,1.7,34,23,1,190,14,20,5,83,76,550,2.6,130,7.3,4.9,1.3,46,2.1,117,3210,2,92,9250,4,0.270471923,13
211-ITS28S.2017.E03.S51,Keratinemengsel,keratin,Keratin_mix,11.1,18.5,31.8,374,,3.3,27.5,670,13,37,1.6,36,20,1,300,24,18,7,76,88,540,2.6,100,7.2,4.6,1.5,41,2.1,116,2750,7,87,8570,4,0.117998781,15
211-ITS28S.2017.E04.S52,groencompost,plant,Compost-2,9,6.7,3.3,439,,16.6,3.7,750,14,38,2.7,41,110,2.1,250,17,37,20,144,33,310,2.6,160,7.2,5.3,1.8,52,2.1,487,3295,1,92,10400,5,0.337847163,17
211-ITS28S.2017.E05.S53,zaadmeel,seeds,Terrafit-Biofum,29,18.6,43.9,510,,9.1,4.9,930,12,53,1.5,36,44,1.8,320,24,32,6,80,42,370,2.6,110,7.4,5.3,1.9,49,2.1,257,2925,2,91,8100,4,0.273286073,17
211-ITS28S.2017.E06.S54,haar_hoefmeel,keratin,hair_meal,3.9,12.8,33.1,430,,3.4,24.4,870,11,52,1.5,33,17,1.1,260,19,18,5,76,92,250,2.6,130,7.3,4.9,1.6,49,2.1,115,3320,0,93,9440,4,0.274261052,7
211-ITS28S.2017.E07.S55,CaNO3,control,Control+N,4.8,7,8.4,629,,,,1110,22,26,1.2,44,51,2,190,2,187,7,155,21,250,2.6,490,5.6,0.2,4.2,71,2.1,343,3825,9,87,3100,4,0.776957773,17
211-ITS28S.2017.E08.S56,KeraproChamplus,keratin,Kerapro_slow_release,11.6,15.1,31.3,716,,3.6,23.1,1420,17,54,1.1,43,53,1.8,210,5,200,9,103,21,340,3.3,700,5.5,0.2,4.1,66,2.1,397,3440,10,86,3020,4,0.678867501,17
211-ITS28S.2017.E09.S57,Keratinemengsel,keratin,Keratin_mix,4.8,8.7,27,890,,3.3,27.5,1360,17,54,1.3,46,41,2.4,220,5,158,10,175,20,880,2.9,1390,5.4,0.2,4.1,64,2.1,265,3305,13,83,3020,4,1.00688661,10
211-ITS28S.2017.E10.S58,groencompost,plant,Compost-2,6,4.9,20.7,806,,16.6,3.7,1240,18,45,1.6,49,150,1.9,190,4,124,21,195,21,1150,2.6,810,5.3,0.2,3.9,65,2.1,160,3195,10,86,3020,4,1.157397814,6
211-ITS28S.2017.E11.S59,zaadmeel,seeds,Terrafit-Biofum,13.9,9.5,44.3,847,,9.1,4.9,1490,17,57,1.2,46,90,2.2,160,1,182,7,119,21,560,2.6,620,5.5,0.2,4.4,75,2.1,183,3865,11,85,3020,4,1.315729693,11
211-ITS28S.2017.E12.S60,haar_hoefmeel,keratin,hair_meal,9.2,14.1,41.2,709,,3.4,24.4,1390,18,50,1.3,43,58,1.9,290,11,160,8,94,21,450,2.6,1000,5.4,0.2,4.4,46,2.1,393,2355,14,82,3020,4,0.723855202,10
211-ITS28S.2017.F01.S61,CaNO3,control,Control+N,9.4,4.9,4.4,379,,,,680,12,40,1.7,38,15,1.1,260,20,19,6,122,21,250,2.6,100,7.2,5,1.4,48,2.1,291,3270,6,87,8150,4,0.183154742,17
211-ITS28S.2017.F02.S62,KeraproChamplus,keratin,Kerapro_slow_release,10.9,9.4,28.6,521,,3.6,23.1,730,11,46,1.6,36,18,1.2,310,25,20,5,76,63,320,2.6,100,7.2,4.9,1.4,45,2.1,203,3050,7,86,8210,4,0.148318311,9
211-ITS28S.2017.F03.S63,Keratinemengsel,keratin,Keratin_mix,10.2,10,22.3,429,,3.3,27.5,660,12,40,1.5,36,20,1.1,300,24,18,6,76,100,460,2.6,100,7.2,4.6,1.4,42,2.1,29,2835,7,87,9040,4,0.120065173,6
211-ITS28S.2017.F04.S64,groencompost,plant,Compost-2,8.2,13.6,2.4,440,,16.6,3.7,910,12,53,2.5,42,108,1.4,250,17,37,19,143,24,250,2.6,100,7,5.3,1.9,52,2.1,114,2995,2,91,8700,4,0.488917694,13
211-ITS28S.2017.F05.S65,zaadmeel,seeds,Terrafit-Biofum,18.1,16.6,47.6,598,,9.1,4.9,1070,8,78,1.8,35,45,2.2,380,31,28,6,83,148,540,3.7,220,7.1,5.1,1.5,46,2.1,521,2970,0,93,13310,3,0.775915783,18
211-ITS28S.2017.F06.S66,haar_hoefmeel,keratin,hair_meal,12.3,18.1,40,657,,3.4,24.4,890,10,60,1.6,37,17,1.3,290,22,20,6,76,94,250,2.6,150,7.3,5.6,1.6,50,2.1,144,3320,6,86,9400,4,0.23704368,9
211-ITS28S.2017.F07.S67,CaNO3,control,Control+N,3.9,9.4,6.9,628,,,,1250,19,41,1.2,43,52,1.8,200,4,183,7,155,21,250,2.6,570,5.6,0.2,4.1,71,2.1,397,3835,8,88,3020,4,0.883522669,7
211-ITS28S.2017.F08.S68,KeraproChamplus,keratin,Kerapro_slow_release,12.8,10.5,33.2,741,,3.6,23.1,1180,21,31,1.3,46,50,2.2,220,5,198,8,101,21,360,2.6,600,5.5,0.2,4.2,68,2.1,290,3495,9,86,3020,4,0.535336034,9
211-ITS28S.2017.F09.S69,Keratinemengsel,keratin,Keratin_mix,9,14.8,30.1,793,,3.3,27.5,1280,19,42,1.1,47,53,1.9,250,8,206,11,129,21,340,2.6,800,5.4,0.2,4.2,69,2.1,422,3495,10,86,3020,4,0.706618037,10
211-ITS28S.2017.F10.S70,groencompost,plant,Compost-2,7.5,4.6,22.8,814,,16.6,3.7,1220,19,39,1.5,47,168,2.3,210,5,136,22,205,21,1170,2.6,640,5.5,0.2,3.9,69,2.1,346,3395,4,92,3120,4,0.981552854,9
211-ITS28S.2017.F11.S71,zaadmeel,seeds,Terrafit-Biofum,21.5,14.5,62.1,1032,,9.1,4.9,1210,19,40,1.3,40,71,2.1,170,1,170,7,117,21,870,2.8,940,5.6,0.2,4,66,2.1,637,3315,10,86,3020,4,1.112551244,13
211-ITS28S.2017.F12.S72,haar_hoefmeel,keratin,hair_meal,3.4,5.3,37.9,726,,3.4,24.4,1220,19,40,1.2,44,65,2,170,1,167,8,98,20,420,2.6,930,5.2,0.2,4,69,2.1,663,3315,9,87,3020,4,0.536440744,6
211-ITS28S.2017.G01.S73,CaNO3,control,Control+N,7,7.3,4.2,359,,,,660,13,37,1.8,36,16,0.8,290,23,20,6,123,23,250,2.6,110,7.4,4.7,1.5,48,2.1,203,3330,5,88,8350,4,0.140716055,19
211-ITS28S.2017.G02.S74,KeraproChamplus,keratin,Kerapro_slow_release,6.9,9,30.5,441,,3.6,23.1,810,9,58,1.9,35,23,1.1,260,21,21,5,76,70,510,2.9,190,7.1,4.1,1.3,39,2.1,263,2625,5,89,10680,4,0.267987949,16
211-ITS28S.2017.G03.S75,Keratinemengsel,keratin,Keratin_mix,10.8,10.2,31,385,,3.3,27.5,730,10,49,1.8,36,17,0.9,270,22,18,7,76,70,560,2.6,160,7.5,4.5,1.3,42,2.1,175,2845,1,92,8900,4,0.108717714,9
211-ITS28S.2017.G04.S76,groencompost,plant,Compost-2,10.8,14.4,3.6,470,,16.6,3.7,880,11,55,2.5,40,111,1.7,180,11,38,19,130,27,250,2.6,120,6.9,5.3,1.7,51,2.1,173,3305,1,92,8760,5,0.446282767,13
211-ITS28S.2017.G05.S77,zaadmeel,seeds,Terrafit-Biofum,33.5,19.3,49.3,572,,9.1,4.9,960,9,66,1.4,33,47,1.8,320,26,32,6,83,98,380,2.6,160,7.4,4.5,1.5,47,2.1,376,2680,1,92,9680,4,0.632242228,18
211-ITS28S.2017.G06.S78,haar_hoefmeel,keratin,hair_meal,9.8,19.7,32.3,460,,3.4,24.4,650,13,37,1.6,38,17,1.1,200,14,20,5,76,96,250,2.6,140,7.3,5.7,1.5,43,2.1,232,2895,0,92,8860,4,0.254507442,12
211-ITS28S.2017.G07.S79,CaNO3,control,Control+N,4,8.1,7.8,732,,,,1150,22,27,1.3,46,55,2.4,240,7,184,7,156,21,250,2.6,560,5.6,0.2,4.3,80,2.1,289,4400,10,86,3020,4,0.975073184,22
211-ITS28S.2017.G08.S80,KeraproChamplus,keratin,Kerapro_slow_release,9.7,11,33,684,,3.6,23.1,1230,19,40,1.1,41,45,1.8,210,5,159,8,112,21,780,2.6,950,5.3,0.2,4,61,2.1,345,2920,8,88,3020,4,0.493015453,10
211-ITS28S.2017.G09.S81,Keratinemengsel,keratin,Keratin_mix,3.1,14.1,21.2,686,,3.3,27.5,1130,18,42,1.4,43,45,1.6,160,2,130,10,149,21,1480,5.3,2110,5.2,0.2,3.6,51,2.1,403,2555,9,87,3020,4,0.378575217,9
211-ITS28S.2017.G10.S82,groencompost,plant,Compost-2,18.3,3.5,21.7,854,,16.6,3.7,1270,18,46,1.3,46,158,2.1,230,7,165,23,189,21,670,2.6,440,5.4,0.2,4,69,2.1,743,3385,9,86,3020,4,1.180550364,11
211-ITS28S.2017.G11.S83,zaadmeel,seeds,Terrafit-Biofum,13.9,15.7,61,776,,9.1,4.9,1490,17,56,1.2,44,91,2,220,5,194,7,119,21,530,2.6,540,5.9,0.2,4.3,73,2.1,578,3480,17,79,3020,4,2.028046254,10
211-ITS28S.2017.G12.S84,haar_hoefmeel,keratin,hair_meal,5.3,6.9,35.1,734,,3.4,24.4,1440,17,54,1.3,46,53,1.9,190,3,166,8,115,25,430,2.6,990,5.6,0.2,4.1,69,2.1,688,3305,17,78,3020,4,1.441822095,5
211-ITS28S.2017.H01.S85,CaNO3,control,Control+N,7.2,13.2,3.5,464,,,,830,11,52,1.8,36,17,0.9,310,24,20,6,120,27,250,2.6,120,7.2,5.1,1.6,54,2.1,144,3680,1,91,8180,4,0.237963519,19
211-ITS28S.2017.H02.S86,KeraproChamplus,keratin,Kerapro_slow_release,2.5,12.7,30.4,415,,3.6,23.1,650,12,40,1.9,36,22,1.4,210,15,21,5,76,21,480,2.6,100,7.3,4.9,1.4,45,2.1,291,3050,5,89,3020,4,0.107221369,18
211-ITS28S.2017.H03.S87,Keratinemengsel,keratin,Keratin_mix,14.9,20.2,46.7,396,,3.3,27.5,740,10,49,1.7,36,20,1.1,250,20,18,7,76,131,540,2.6,150,7.2,4.5,1.3,41,2,233,2770,4,89,11480,4,0.088089189,8
211-ITS28S.2017.H04.S88,groencompost,plant,Compost-2,7.1,22.8,1.3,489,,16.6,3.7,830,12,48,2.5,37,113,2,270,19,38,20,123,35,250,2.6,130,6.9,5,1.7,53,2.1,374,3020,0,93,9730,6,0.283956381,15
211-ITS28S.2017.H05.S89,zaadmeel,seeds,Terrafit-Biofum,24.3,22.4,55.6,598,,9.1,4.9,980,9,70,1.8,34,47,1.9,270,21,33,6,79,85,330,2.6,140,7.1,4.9,1.6,46,2.1,87,2960,1,93,9970,4,1.121216583,18
211-ITS28S.2017.H06.S90,haar_hoefmeel,keratin,hair_meal,10.8,22.6,33.9,485,,3.4,24.4,950,9,66,1.5,36,18,1.1,320,26,18,6,76,171,380,2.6,150,7.3,5.8,1.5,44,2.1,174,2970,0,93,10300,4,0.146818514,10
211-ITS28S.2017.H08.S92,KeraproChamplus,keratin,Kerapro_slow_release,10.2,12.9,34.3,790,,3.6,23.1,1230,20,36,1.5,48,50,2.4,220,5,208,9,116,21,530,2.6,640,5.5,0.2,4.2,72,2.1,501,3890,11,85,3020,4,0.551071164,12
211-ITS28S.2017.H09.S93,Keratinemengsel,keratin,Keratin_mix,2.5,9.7,28.8,719,,3.3,27.5,1420,17,55,1.3,48,59,1.9,260,9,200,9,132,24,380,3,760,5.5,0.2,4.2,74,2.1,369,3955,10,86,3020,4,0.614694243,9
211-ITS28S.2017.H10.S94,groencompost,plant,Compost-2,10.1,10,23.3,859,,16.6,3.7,1290,18,47,1.4,46,158,3.3,210,5,153,22,186,21,650,2.6,520,5.4,0.2,4.1,75,2.1,370,3440,7,89,3020,4,0.94525755,9
211-ITS28S.2017.H11.S95,zaadmeel,seeds,Terrafit-Biofum,9.9,12.9,59.1,854,,9.1,4.9,1470,19,48,1.1,44,94,3.6,200,1,182,7,113,21,480,2.6,420,5.4,0.2,4.9,91,2.1,232,3995,9,86,3020,4,1.234281782,14
211-ITS28S.2017.H12.S96,haar_hoefmeel,keratin,hair_meal,7.9,9.5,35.6,676,,3.4,24.4,1190,19,40,1.2,42,49,1.6,180,2,163,8,113,21,470,2.6,1150,5.3,0.2,4,62,2.1,849,3185,13,83,3020,4,1.034619007,9